quiz_num,Exam Name,Book Name,Chapter Name,chapter_no,question,option0,option1,option2,option3,answer,page_no,true_sentence,answer index
10,પરિચય,પ્રાગજી ભગત,પ્રાગજી ભક્ત દ્વારા પ્રગટપણું,16,શું જોઈને સ્વામીને પ્રાગજી ભક્ત સાંભર્યા ?,ચંદની,ચરણારવિંદ,ભગવાનની મૂર્તિ,એમાંથી એક પણ નહિ,ચંદની,30,,0
10,પરિચય,પ્રાગજી ભગત,સત્સંગમાં સ્વીકૃતિ,17,/,ભગતજી મહારાજ-બેચર ભગતને,પ્રાગજી ભક્ત-ગિરધરભાઈને,ભગતજી મહારાજ-યજ્ઞપુરુષદાસને,ભગતજી મહારાજ-ગોરધનભાઈને,ભગતજી મહારાજ-બેચર ભગતને,33,,0
10,પરિચય,પ્રાગજી ભગત,શાસ્ત્રી યજ્ઞપુરુષદાસજીના ગુરુપદે,18,જ્ઞાનીને કેટલા લોચન હોય ?,અનંત,એક,બે,સાત,અનંત,34,,0
10,પરિચય,પ્રાગજી ભગત,શાસ્ત્રી યજ્ઞપુરુષદાસજીના ગુરુપદે,18,"કોણ કોને કહે છે? - ""ચરણારવિંદના પાડનારા શ્રીજીમહારાજ હું એને આપીશ.""",આચાર્ય મહારાજ-ભગતજી મહારાજને,ભગતજી-યજ્ઞપુરુષદાસને,ભગતજી મહારાજ-હરિભક્તોને,ભગતજી મહારાજ -આચાર્ય મહારાજને,ભગતજી મહારાજ -આચાર્ય મહારાજને,35,,3
10,પરિચય,પ્રાગજી ભગત,ભગતજીના સંતોને ઉપાધિ,20,"કોણ કોને કહે છે? - ""તેથી જ અમે તેમની પાછળ પાછળ ફરીએ છીએ.""",એક હરિભક્ત-એક સંતને,યજ્ઞપુરુષદાસજી-ગઢડાના સંતો-હરિભક્તોને,વિઠ્ઠલભાઈ-યજ્ઞપુરુષદાસજીને,આચાર્ય મહારાજ-સંતો-હરિભક્તોને,યજ્ઞપુરુષદાસજી-ગઢડાના સંતો-હરિભક્તોને,39,,1
10,પરિચય,સત્સંગ વાંચન માળા ૨,ભક્તરાજ દાદા ખાચર,5,દાદાખાચરનું બાળપણનું સાચું નામ ........................ હતુ.,એભલ ખાચર,ઉત્તમ ખાચર,જીવા ખાચર,એમાંથી એક પણ નહિ,ઉત્તમ ખાચર,33,,1
11,પરિચય,સત્સંગ વાંચન માળા ૨,ભક્તરાજ દાદા ખાચર,5,મહારાજની આજ્ઞાથી દાદા ખાચરે પોતાના ગરાસનું શું કર્યુ ?,દાદા ખાચરે પોતાનો ગરાસ જીવા ખાચરને લખી આપ્યો.,દાદા ખાચરે પોતાનો ગરાસ બંને બહેનોને લખી આપ્યો.,દાદા ખાચરે પોતાનો ગરાસ વેચી માર્યો.,દાદા ખાચરે પોતાનો ગરાસ વજેસિંહને આપ્યો,દાદા ખાચરે પોતાનો ગરાસ બંને બહેનોને લખી આપ્યો.,35,,1
11,પરિચય,સત્સંગ વાંચન માળા ૨,ભક્તરાજ દાદા ખાચર,5,મહારાજ અંતર્ધાન થયા ત્યારે અગ્નિદાહ સમયે દાદાખાચરને દર્શન આપી ...................... નો હાર પહેરાવ્યો.,ગુલાબ,ચંપા,મોગરા,ગુલાબ-મોગરા,ગુલાબ,39,,0
11,પરિચય,સત્સંગ વાંચન માળા ૨,ભક્તરાજ દાદા ખાચર,5,મહારાજ દાદા ખાચરના દરબારમાં કેટલું રહ્યા?,તેર વર્ષ,પચ્ચીસ વર્ષ,ત્રીસ વર્ષ,બત્રીસ વર્ષ,પચ્ચીસ વર્ષ,39,,1
11,પરિચય,સત્સંગ વાંચન માળા ૨,ભક્તરાજ લાડુબા,6,લાડુબાનું બીજુ નામ ....................... હતુ.,જેસલ,મમતા,લલીતા,જયા,લલિતા,41,,2
11,પરિચય,સત્સંગ વાંચન માળા ૨,ભક્તરાજ લાડુબા,6,"કોણ કોને કહે છે? - ""હું તો પતિવ્રતા છું એટલે તમે સૌ ધર્મ રાખશો તો હું રહીશ.""",ઘનશ્યામ-ધર્મદેવને,એક બાઈ-ભક્તિમાતાને,ભક્તિમાતા- તેમની બહેનોને,ભક્તિમાતા-બાઈઓને,ભક્તિમાતા-બાઈઓને,42,,3
11,પરિચય,સહજાનંદ ચરિત્ર,"""ચૌદમું - ગરીબનવાજ, ભગવાનની ગાદી, ધરમપુર.., ચોખ્ખા કરવા છે, બાર સ્વરૂપે દર્શન""",14,લાંઘણોજમાં .......................અને ................. બે બાઇઓ રહેતી હતી.,"ભાવસાર હીરાબાઈ, નાગર જમનાબા","ભાવસાર વીરાબાઈ, નાગર ગંગાબા","ભાવસાર સોનબાઈ, નાગર ગંગાબા","ભાવસાર હીરાબાઈ, નાગર ગંગાબા","ભાવસાર સોનબાઈ, નાગર ગંગાબા",81,,2
11,પરિચય,સહજાનંદ ચરિત્ર,"""ચૌદમું - ગરીબનવાજ, ભગવાનની ગાદી, ધરમપુર.., ચોખ્ખા કરવા છે, બાર સ્વરૂપે દર્શન""",14,કુશળકુંવરબાએ શ્રીજીમહારાજને .....................અને ................પહેરાવ્યા.,"જરિયાન વસ્ત્રો, ચાંદીના શણગાર","સોનેરી વસ્ત્રો, સોનાના શણગાર","હીરાના વસ્ત્રો, હીરાના શણગાર","જરિયાન વસ્ત્રો, સોનાના શણગાર","સોનેરી વસ્ત્રો, સોનાના શણગાર",83,,1
12,પરિચય,સહજાનંદ ચરિત્ર,"""પંદરમું - સાધુએ વર્તવાની રીત, અણછાજતા સ્વભાવ મૂકવા""",15,મહારાજે ઘોડીનો સ્વભાવ ટાળવા હાથમાં શું લઈને બેઠા ?,લાકડું,લાકડી,વાંસ,છડી,લાકડી,86,,1
12,પરિચય,સહજાનંદ ચરિત્ર,"""પંદરમું - સાધુએ વર્તવાની રીત, અણછાજતા સ્વભાવ મૂકવા""",15,................પ્રકારે સ્ત્રીનો ત્યાગ રાખવો.,સપ્ત,નવ,અષ્ટ,પંચમ,અષ્ટ,85,,2
12,પરિચય,સહજાનંદ ચરિત્ર,"""સોળમું - લગ્નનાં બિભત્સ ગીતો..બંધ, બાળકને રાજી કર્યો""",16,ગઢડામાં લગ્નનાં બીભત્સ ગીતો સાંભળી શ્રીજી મહારાજ .............ગામ જતા રહ્યા.,ગઢાળી,સારંગપુર,સુખપુર,પંચાળા,સુખપુર,87,,2
12,પરિચય,સહજાનંદ ચરિત્ર,"""સત્તરમું - વેદાંતાચાર્યનો પરાજય, અમદાવાદમાં પુનઃ પ્રવેશ, આણંદમાં અપમાન""",17,અમદાવાદમાં અંગ્રેજોનું રાજ્ય સ્થપાયું અને કલેકટર તરીકે ગોવિંદસિંહની નિમણુંક થઈ.,ખોટું,સાચું,,,ખોટું,89,અમદાવાદમાં અંગ્રેજોનું રાજ્ય સ્થપાયું અને કલેકટર તરીકે એન્ડ્રયુઝ ડનલોપની નિમણુંક થઈ.,0
12,પરિચય,સહજાનંદ ચરિત્ર,"""અઢારમું - સદ્ગગુરુઓ કર્યા, સાધુ-ધર્મ, શિશુવત્સલ પ્રભુ""",18,મહારાજે કયા-કયા ચાર સંતોની સદગુરુ પદે નિમણૂંક કરી. ?,"ગોપાળાનંદ સ્વામી, ગુણાતીતાનંદ સ્વામી, શુકમુનિ તથા બ્રહ્માનંદ સ્વામી","મુક્તાનંદ સ્વામી, બ્રહ્માનંદ સ્વામી, નિત્યાનંદ સ્વામી અને ગોપાળાનંદ સ્વામી","મુક્તાનંદ સ્વામી, બ્રહ્માનંદ સ્વામી, નિત્યાનંદ સ્વામી અને પરમ ચૈતન્યાનંદ સ્વામી","ગુણાતીતાનંદ સ્વામી, શુકમુનિ, મુક્તાનંદ સ્વામી, બ્રહ્માનંદ સ્વામી","મુક્તાનંદ સ્વામી, બ્રહ્માનંદ સ્વામી, નિત્યાનંદ સ્વામી અને પરમ ચૈતન્યાનંદ સ્વામી",96,,2
12,પરિચય,કિશોર સત્સંગ પરિચય,સુંદરજી સુથાર,19,"કોણ કોને કહે છે? - ""દાસ હો તો વસ્ત્ર-ઘરેણાં ઉતારી સાધુ થાઓ.""",ગોપાળાનંદ સ્વામી-હરખા પટેલને,શ્રીજી મહારાજ-કલ્યાણદાસને,શ્રીજીમહારાજ-ગોપાળાનંદ સ્વામીને,શ્રીજી મહારાજ-સુંદરજી સુથારને,શ્રીજી મહારાજ-સુંદરજી સુથારને,55,,3
12,પરિચય,કિશોર સત્સંગ પરિચય,સુંદરજી સુથાર,19,સુંદરજી સુથાર ભૂજના રાજાના કારભારી હતા.,ખોટું,સાચું,,,ખોટું,55,સુંદરજી સુથાર કચ્છના રાજાના કારભારી હતા.,0
13,પરિચય,કિશોર સત્સંગ પરિચય,લીલાચિન્તામણિ,20,‘પોઢે પ્રભુ સકલ મુનિકે શ્યામ’... પદની રચના પ્રેમાનંદ સ્વામીએ કરી છે.,ખોટું,સાચું,,,ખોટું,67,‘પોઢે પ્રભુ સકલ મુનિકે શ્યામ’... પદની રચના મુક્તાનંદ સ્વામીએ કરી છે.,0
13,પરિચય,કિશોર સત્સંગ પરિચય,"""નિયમ, નિશ્ચય અને પક્ષ""",21,મોટાપુરૂષની બાંધેલી જે મર્યાદા તેને લોપીને કોઈ સુખી થતો નથી.,ખોટું,સાચું,,,સાચું,68,,1
13,પરિચય,કિશોર સત્સંગ પરિચય,ગુંદાળી ગામના બે કાઠી હરિભક્ત,22,"મહારાજે કહ્યું: ‘બે ભાઈઓ તો મારા માટે મરાણા, માટે તેમને .................. ની પ્રાપ્તિ થઈ ગઈ.",અક્ષરધામ,અમરધામ,વૈકુઠલોક,ચરણાર્વિંદ,અક્ષરધામ,73,,0
13,પરિચય,કિશોર સત્સંગ પરિચય,પરમચૈતન્યાનંદ સ્વામી,23,પરમચૈતન્યાનંદ સ્વામીને પાછા બોલાવવા માટે મહારાજે કોને મોકલ્યા. ?,ગુણાતીતાનંદ સ્વામી,ગોપાળાનંદ સ્વામી,મુક્તાનંદ સ્વામી,બ્રહ્માનંદ સ્વામી,મુક્તાનંદ સ્વામી,75,,2
13,પરિચય,પ્રાગજી ભગત,એકાંતનું સુખ,21,ભગતજીના દર્શન ન થયાં તેથી સંતોએ .......... દિવસના ઉપવાસ કર્યા.,એક,પાંચ,બે,ત્રણ,ત્રણ,40,,3
13,પરિચય,પ્રાગજી ભગત,એકાંતનું સુખ,21,યજ્ઞપુરુષદાસજી ભગતજીના પગ શેનાથી સાફ કરતા ?,ઘી,ઠીકરા,સાબુ,માટી,ઠીકરા,40,,1
13,પરિચય,પ્રાગજી ભગત,વનવાસમાંથી મુક્તિ,22,યજ્ઞપુરુષદાસજી પણ પોતાના ગુરુ ................. ને લઇને વડોદરાથી આવ્યા.,ભગતજી,રંગાચાર્ય,વિજ્ઞાનદાસ,એમાંથી એક પણ નહિ,રંગાચાર્ય,42,,1
13,પરિચય,પ્રાગજી ભગત,વાંસદાના દીવાનને સત્સંગ,23,જેને ભગવાન વશ કરવા હોય અને અખંડ ભજન કરવું હોય તેવા મુમુક્ષુને શું જોઈએ ?,અખંડ ભજન - ભક્તિ,ભજન અને ભક્તિ,હરણ ફડકો અને કાકનિદ્રા,શ્રદ્ધા અને વિશ્વાસ,હરણ ફડકો અને કાકનિદ્રા,43,,2
14,પરિચય,પ્રાગજી ભગત,ગઢડામાં જળઝીલણીનો સમૈયો,26,હરિભક્તોને બાબુલા કહીએ તો જીવનો મોક્ષ થઇ જાય,સાચું,ખોટું,,,ખોટું,50,હરિભક્તોને બાબુલા કહીએ તો જીવનો નાશ થઇ જાય.,1
14,પરિચય,પ્રાગજી ભગત,જૂનાગઢમાં અપૂર્વ સન્માન,27,................. નાં ગુણ લેવાનો સ્વભાવ છે એ જ ભક્તિ છે.,સત્પુરુષ,મોટા સંત,મોટાપુરુષ,સદગુરુ,મોટાપુરુષ,53,,2
14,પરિચય,સત્સંગ વાંચન માળા ૨,સ્વામી જાગા ભક્ત,7,જાગાભક્તે ....................... દિવસ સુધી બીડમાં ખળું સાચવ્યું.,12,15,17,27,17,51,,2
14,પરિચય,સત્સંગ વાંચન માળા ૨,સ્વામી જાગા ભક્ત,7,"કોણ કોને કહે છે? - ""જૂનાગઢમાં સ્વામી કોને સિત્તેર વખત અને એક મહિનામાં ચાલીસ વખત મળ્યાં હતાં?""",બાલમુકુન્દદાસજીને,જાગાભક્તને,કૃષ્ણજી અદાને,આચાર્ય મહારાજને,જાગાભક્તને,52,,1
14,પરિચય,સત્સંગ વાંચન માળા ૨,સ્વામી જાગા ભક્ત,7,જાગા સ્વામીનું સમાધિ સ્થાન કયાં છે?,ગોંડળમાં,ડાંગરામાં,ભાદરામાં,રાજકોટમાં,ડાંગરામાં,59,,1
14,પરિચય,સત્સંગ વાંચન માળા ૨,શ્રી કૃષ્ણજી અદા,8,કોની પ્રેરણાથી શાસ્ત્રીજી મહારાજે વડતાલ છોડયું. ?,કૃષ્ણજી અદા જેવા મહામુકતોની,કોઠારી ગોરધનભાઈની,ભગતજી મહારાજની,એમાંથી એક પણ નહિ,કૃષ્ણજી અદા જેવા મહામુકતોની,65,,0
14,પરિચય,સત્સંગ વાંચન માળા ૨,શ્રી કૃષ્ણજી અદા,8,શાસ્ત્રીજી મહારાજ તથા યોગીજી મહારાજના મિલનમાં નિમિત્તરુપ કોણ બન્યા. ?,કૃષ્ણકુમારસિંહજી,કૃષ્ણજી અદા,જાગા ભકત,બાલમુકુન્દદાસજી,કૃષ્ણજી અદા,66,,1
14,પરિચય,સત્સંગ વાંચન માળા ૨,શ્રી કૃષ્ણજી અદા,8,કૃષ્ણજી અદાની દેરી કયાં આવેલી છે ?,ડાંગરામાં,ભાદરામાં,રાજકોટમાં,ગોંડળ,રાજકોટમાં,67,,2
