quiz_num,Exam Name,Book Name,Chapter Name,chapter_no,question,option0,option1,option2,option3,answer,page_no,true_sentence,answer index
12,પ્રારંભ,ઘનશ્યામ ચરિત્ર,માસીને પરચો,34,ભક્તિમાતાના ઘરે વહેલી સવારે લક્ષ્મીબાઈ અને ગોમતીબાઈ ઘંટી ઉપર લોટ દળવા બેઠાં.,સાચું,ખોટું,,,ખોટું,60,ભક્તિમાતાના ઘરે વહેલી સવારે ચંદનમાસી અને વસંતામાસી ઘંટી ઉપર લોટ દળવા બેઠાં.,1
12,પ્રારંભ,ઘનશ્યામ ચરિત્ર,આંધળાને દેખતો કર્યો,40,"કોણ કોને કહે છે? - ""કૃપા કરીને મને આશીર્વાદ આપો અને મને દેખતો કરો.""",દેવીબક્ષ - વ્રજવિહારીને,વ્રજવિહારી - દેવીબક્ષને,વ્રજવિધારી - ઘનશ્યામને,દેવીબક્ષ - ઘનશ્યામને,વ્રજવિધારી - ઘનશ્યામને,71,,2
12,પ્રારંભ,ઘનશ્યામ ચરિત્ર,સરયૂને તીરે,45,ઘનશ્યામે ગૃહત્યાગ ક્યારે કર્યો?,સંવત ૧૮૪૯ અષાઢ વદ દશમ,સંવત ૧૮૪૯ અષાઢ સુદ દશમ,સંવત ૧૮૪૮ અષાઢ સુદ દશમ,સંવત ૧૮૪૮ અષાઢ સુદ દશમ,સંવત ૧૮૪૯ અષાઢ સુદ દશમ,81,,1
13,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,પૂંજો ડોડિયો,19,પૂજા ડોડીયો કારિયાણી ગામમાં રહેતા હતા.,ખોટું,સાચું,,,ખોટું,41,પૂજા ડોડિયો પાણવી ગામમાં રહેતા હતા.,0
13,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,પૂંજો ડોડિયો,19,કૃપાનંદ સ્વામી અને ગુણાતીતાનંદ સ્વામીને પૂંજા ડોડિયાએ શું કહ્યું.?,‘‘મને ભગવાનની ઓળખાણ કરાવો.,‘‘મને ભગવાનની સાથે વાત કરાવો.’’,‘‘મને ભગવાનનો ભેટો કરાવો.’’,મને ભગવાનનાં દર્શન કરાવો,‘‘મને ભગવાનનો ભેટો કરાવો.’’,41,,2
13,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,નાથ ભક્ત,20,નાથભક્ત ઊત્તમ પ્રકારના શાકભાજી ઊગાડીને શ્રીજી મહારાજને ભેટ ધરતા.,ખોટું,સાચું,,,ખોટું,44,નાથભક્ત ઊત્તમ પ્રકારના કસબવાળા લુગડા વણીને શ્રીજી મહારાજને ભેટ ધરતા.,0
13,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,નાથ ભક્ત,20,કેટલા વર્ષની ઉંમરે નાથ ભક્તનો દિકરો ધામમાં ગયો.?,14,15,17,16,16,44,,3
13,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,નાથ ભક્ત,20,પ્રભુદાસ સમાધિમાં મહારાજ પાસેથી .......ની પ્રસાદી લાવતા.,ખારેક,પેંડા,ચીભડા,સાકર,ખારેક,44,,0
13,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,બાળમંડળમાં વતૂર્ણક,21,મનને પવિત્ર રાખવા દર અઠવાડીયે આપણે ............ જવું જાઇએ.,ઘરસભા,નાટક,બાળસભા,મંદિરે,બાળસભા,45,,2
13,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,વિજાપુરનાં વજીબા,22,વજીબા સથવારા જ્ઞાતિના હતા.,ખોટું,સાચું,,,સાચું,46,,1
13,પ્રારંભ,કિશોર સત્સંગ પ્રારંભ,વિજાપુરનાં વજીબા,22,મહારાજે વજીબાને કેવા ભક્ત કહ્યું?,ખપવાળા,નિષ્ઠાવાન,સેવાભાવી,સાચા,સાચા,49,,3
14,પ્રારંભ,યોગીજી મહારાજ,શાસ્ત્રીજી મહારાજ પ્રગટ છે.,24,સંવત ૨૦૦૭ના .............................. ને દિવસે ગઢડામાં મૂર્તિ પ્રતિષ્ઠા થઇ.,જેઠ સુદ બારસ,વૈશાખ સુદ બારસ,જેઠ સુદ દશમ,વૈશાખ સુદ દશમ,વૈશાખ સુદ દશમ,35,,3
14,પ્રારંભ,યોગીજી મહારાજ,શાસ્ત્રીજી મહારાજ પ્રગટ છે.,24,"કોણ કોને કહે છે? - ""હું તે યોગી અને યોગી તે હું.""",શાસ્ત્રીજી મહારાજ-સંતોને,શાસ્ત્રીજી મહારાજ-હરિભક્તોને,યોગીજી મહારાજ-પ્રમુખસ્વામી મહારાજને,શાસ્ત્રીજી મહારાજ-પ્રમુખસ્વામી મહારાજને,શાસ્ત્રીજી મહારાજ-હરિભક્તોને,34,,1
14,પ્રારંભ,યોગીજી મહારાજ,યુવક મંડળો અને સત્સંગ સભા,25,કોઈ ઠેકાણે યુવક મંડળ બંધ પડી ગયું હોય તો ............ કરાવે,મહાપૂજા,ફરીથી ચાલુ,ધૂન,પ્રાર્થના,ફરીથી ચાલુ,35,,1
14,પ્રારંભ,યોગીજી મહારાજ,યુવકો સાથે યોગીરાજ,26,યોગીજી મહારાજ માંદા યુવકોની સેવા પણ કરતા.,ખોટું,સાચું,,,સાચું,38,,1
14,પ્રારંભ,યોગીજી મહારાજ,યુવાનોને દીક્ષા,27,યોગીજી મહારાજના ૭૫મા જન્મજયંતી દિને ગઢપુર મંદિરમાં શિખરો પર સોનાના કળશની સ્થાપના થઈ.,ખોટું,સાચું,,,ખોટું,39,યોગીજી મહારાજના ૭૦મા જન્મજયંતી દિને ગઢપુર મંદિરમાં શિખરો પર સોનાના કળશની સ્થાપના,0
14,પ્રારંભ,યોગીજી મહારાજ,યોગીજી મહારાજનું કાર્ય,28,યોગીજી મહારાજની પાંસઠમી જન્મ જયંતિ કયા ઊજવાઇ ?,ગઢડા,ગોંડલ,સારંગપુર,અટલાદરા,સારંગપુર,40,,2
14,પ્રારંભ,યોગીજી મહારાજ,યોગીજી મહારાજનું કાર્ય,28,સંવત ૨૦૨૨ના વૈશાખ સુદ ૬ને દિવસે ભાદરામાં એક શિખર મંદિરની સ્થાપના થઈ.,ખોટું,સાચું,,,ખોટું,41,સંવત ૨૦૨૫ના વૈશાખ સુદ ૬ને દિવસે ભાદરામાં એક શિખર મંદિરની સ્થાપના થઈ.,0
14,પ્રારંભ,યોગીજી મહારાજ,યોગીજી મહારાજનું કાર્ય,28,શાસ્ત્રીજી મહારાજની જન્મ શતાબ્દી ..................... માં ઉજવવામાં આવ્યો.,અટલાદરા,સારંગપુર,મહેળાવ,અમદાવાદ,અટલાદરા,40,,0
