quiz_num,Exam Name,Book Name,Chapter Name,chapter_no,question,option0,option1,option2,option3,answer,page_no,true_sentence,answer index
11,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સ્વામી નિર્ગુણદાસજી,7,જેઠાભગતને ત્યાગીની દીક્ષા કોણે આપી ?,આચાર્ય કુંજવિહારીપ્રસાદ,આચાર્ય વિહારીલાલજી,શાસ્ત્રી યજ્ઞપુરુષદાસજી,એમાંથી એક પણ નહિ,આચાર્ય કુંજવિહારીપ્રસાદ,46,,0
11,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સ્વામી યજ્ઞપ્રિયદાસજી,8,કોને ઘાસના બીડમાં કામ કરતી વખતે સાપ કરડ્યો ?,આશાભાઈને,દેસાઈને,મોતીભાઈને,યોગીજી મહારાજને,દેસાઈને,58,,1
11,પ્રવેશ,નીલકંઠ ચરિત્ર,નીલકંઠની શોધમાં,25,જયરામની.......ઊઠી. જોયું તો નીલકંઠ ................માં ન મળે.,"પત્ની, પથારી","મા, પથારી","મા, ઘરમાં","પત્ની, ઘરમાં","મા, પથારી",43,,1
11,પ્રવેશ,નીલકંઠ ચરિત્ર,નીલકંઠનો પુનઃ મેળાપ,26,જયરામદાસને નીલકંઠ ક્યાં મળ્યા. ?,જગન્નાથપુરીની દિશામાં.,કન્યાકુમારી,રામેશ્વર,જગન્નાથપુરીમાં,જગન્નાથપુરીની દિશામાં.,43,,0
12,પ્રવેશ,નીલકંઠ ચરિત્ર,નીલકંઠ જગન્નાથપુરીમાં,27,જગન્નાથપુરીમાં ક્યા ઉત્સવનો મહિમા અનેરો છે. ?,જન્માષ્ટમી,હોળી-ધૂળેટી,દિવાળી,રથયાત્રા,રથયાત્રા,45,,3
12,પ્રવેશ,નીલકંઠ ચરિત્ર,નીલકંઠ જગન્નાથપુરીમાં,27,કઈ જગ્યાએ બાવાઓએ નીલકંઠને કૂણી ભાજી તોડી લાવવા માટે કહ્યું?,ખાંપા તળાવડી,માનસરોવર,કૃતમાલા સરોવર,ઈંદ્રદ્યુમ્ન સરોવર,ઈંદ્રદ્યુમ્ન સરોવર,45,,3
12,પ્રવેશ,નીલકંઠ ચરિત્ર,માનસપુરમાં અસુરોનો નાશ,28,માનસપુર નગરમાં ................. નીલકંઠને દર્શને આવ્યા.,રાજા મહાદત,રાજા રણજીત,સત્રધર્મા રાજા,રાજા રણવીરસિંહ,"સત્રધર્મા રાજા,",47,,2
12,પ્રવેશ,નીલકંઠ ચરિત્ર,કૃતઘ્ની સેવકરામ,30,નીલકંઠે એક માસ સુધી સેવકરામની ખૂબ સેવા કરી પછીતે સાજા થયો.,ખોટું,સાચું,,,ખોટું,52,નીલકંઠે બે માસ સુધી સેવકરામની ખૂબ સેવા કરી પછી તે સાજા થયો.,0
12,પ્રવેશ,નીલકંઠ ચરિત્ર,ભગવાનદાસને ચિહ્નોનાં દર્શન,31,પ્રભુના જમણા ચરણમાં સાત ચિહ્નો અને ડાબા ચરણમાં નવ ચિહ્નો હોય,ખોટું,સાચું,,,ખોટું,56,પ્રભુના ડાબા ચરણમાં સાત ચિહ્નો અને જમણા ચરણમાં નવ ચિહ્નો હોય.,0
12,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,પ્રભાશંકર અને દેવરામ,20,.....................ગામના પ્રભાશંકર બાળપણથી ભક્તિમાં મગ્ન રહેતા.,આંકલાવ,મહેળાવ,પીપળાવ,પલાણા,પીપળાવ,57,,2
12,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,સચ્ચિદાનંદ સ્વામી,21,"કોણ કોને કહે છે? - ""મહારાજની મરજી વગર મારાથી કંઈ ન થાય, મહારાજ કુરાજી થાય.""",ઈન્દ્ર-સચ્ચિદાનંદ સ્વામીને,સચ્ચિદાનંદ સ્વામી-હરિભક્તોને,કેશાભા-શ્રીજીમહારાજને,ઈન્દ્ર - હરિભક્તોને,સચ્ચિદાનંદ સ્વામી-હરિભક્તોને,59,,1
13,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,સુભાષિત,22,પ્રસંગમજરં પાશમાત્મન: કવયો વિદુ : ।,ખોટું,સાચું,,,સાચું,60,,1
13,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,જાલમસિંહ બાપુ,23,જાલમસિંહ બાપુના આગ્રહથી મહારાજ .................................... પધાર્યા.,ગઢપુર,તાવી,દેવળિયા,શિયાણી,દેવળિયા,63,,2
13,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,અક્ષરબ્રહ્મ ગુણાતીતાનંદ સ્વામીની વાતો,24,ગુણાતીતાનંદ સ્વામીએ ...................... ને વણથલી મોકલ્યા.,બ્રહ્માનંદ સ્વામી,રામદાસ સ્વામી,રામાનંદ સ્વામી,બાલમુકુન્દ સ્વામી,રામદાસ સ્વામી,71,,1
13,પ્રવેશ,કિશોર સત્સંગ પ્રવેશ,અક્ષરબ્રહ્મ ગુણાતીતાનંદ સ્વામીની વાતો,24,આપણને કેવો સત્સંગ મળ્યો છે ?,આપણને દુર્લભ સત્સંગ મળ્યો છે.,આપણને ચિંતામણિ તુલ્ય સત્સંગ મળ્યો છે.,આપણને પારસમણિ જેવો સત્સંગ મળ્યો છે.,આપણને મહાવિષ્ણુ યાગ જેવો સત્સંગ મળ્યો છે,આપણને પારસમણિ જેવો સત્સંગ મળ્યો છે.,68,,2
13,પ્રવેશ,શાસ્ત્રીજી મહારાજ,મંદિર અને સત્સંગથી જુદા નથી,29,"કોણ કોને કહે છે? - ""આપ બોલ્યા તે સાક્ષાત ભગતજી મહારાજ બોલ્યા તેમ હું ગણું છું માટે આપની ઈચ્છા પ્રમાણે કરીશ.""",સ્વામીશ્રી - ગોરધનભાઈ કોઠારીને,સ્વામીશ્રી - શ્રીકૃષ્ણજી અદાને,યજ્ઞપુરુષદાસજી - જાગાભક્તને,યજ્ઞપુરુષદાસજી - આચાર્ય મહારાજને,સ્વામીશ્રી - શ્રીકૃષ્ણજી અદાને,52,,1
13,પ્રવેશ,શાસ્ત્રીજી મહારાજ,અજાત શત્રુ,30,વરતાલથી છૂટા પડી સૌ ­પ્રથમ ક્યા ગામમાં આવ્યા?,કરમસદ,બોચાસણ,વિદ્યાનગર,આણંદ,કરમસદ,55,,0
13,પ્રવેશ,શાસ્ત્રીજી મહારાજ,શુદ્ધ ઉપાસનાનાં મંદિરો,31,મંદિર બાંધવાની સ્વામીશ્રીએ......................... ઉપર પોતાની પસંદગી ઉતારી.,ગઢડા,વરતાલ,સાળંગપુર,બોચાસણ,બોચાસણ,56,,3
13,પ્રવેશ,શાસ્ત્રીજી મહારાજ,ગુણાતીતની આણ,33,"મારાં ભક્તને ......................... માં ઉપાધિ આવી છે, તેથી તેમની રક્ષા કરવા જાઉં છું.",ગુજરાત,સૌરાષ્ટ્ર,કાઠિયાવાડ,ભુજ,ગુજરાત,58,,0
14,પ્રવેશ,શાસ્ત્રીજી મહારાજ,બોચાસણમાં પ્રથમ અક્ષરપુરુષોત્તમ મંદિર,34,"કોણ કોને કહે છે? - ""જો બોચાસણના મંદિરમાં કોઈ વિઘ્ન નાખશે તો હું તેની ખબર લઈશ, શૂરવીર હો તો આવજો.""",આશાભાઈ-દ્વેષીઓને,સ્વામીશ્રી-વિરોધીઓને,હીરાભાઈ-વિરોધીઓને,બેચાર કીસા - દ્વેષીઓને,હીરાભાઈ-વિરોધીઓને,61,,2
14,પ્રવેશ,શાસ્ત્રીજી મહારાજ,સ્વામીશ્રીની મહત્તા,38,શાસ્ત્રીજી મહારાજ ની સચોટ નિરૂપણ શક્તિથી ઠાકોર સાહેબ ડોલી ઉઠ્યા.,સાચું.,ખોટું.,,,ખોટું.,68,શાસ્ત્રીજી મહારાજ ની સચોટ નિરૂપણ શક્તિથી દોલતરામ ડોલી ઉઠ્યા.,1
14,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ જોબનપગી,5,મહારાજે .................... માં બહુ મોટો યજ્ઞ કર્યો.,જેતલપુર,ડભાણ,વરતાલ,જેતપુર,ડભાણ,33,,1
14,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ જોબનપગી,5,મહારાજે વડતાલમાં મંદિરનું ખાત ક્યારે કર્યું ?,સં. ૧૮૭૭,સં. ૧૮૭૮,સં. ૧૮૭૯,સં. ૧૮૮૮,સં. ૧૮૭૮,35,,1
14,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ જીવુબા,6,જીવુબાએ કયા સ્વામીને રથમાં બેસાડી ગઢડે પહોંચાડવાની આજ્ઞા કરી?,અખંડાનંદ સ્વામીને,ગુણાતીતાનંદ સ્વામીને,બ્રહ્માનંદ સ્વામીને,નિત્યાનંદ સ્વામીને,અખંડાનંદ સ્વામીને,42,,0
14,પ્રવેશ,સત્સંગ વાંચન માળા ૧,ભક્તરાજ જીવુબા,6,જીવુબાનો જન્મ સંવત ૧૮૪૧માં થયો હતો.,ખોટું,સાચું,,,સાચું,40,,1
14,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સ્વામી યજ્ઞપ્રિયદાસજી,8,યજ્ઞપ્રિયદાસ સ્વામી કયા હુલામણા નામથી ઓળખાતા ?,જ્ઞાનજી સ્વામી,મોટા સ્વામી,સંત સ્વામી,દાજી સ્વામી,મોટા સ્વામી,59,,1
14,પ્રવેશ,સત્સંગ વાંચન માળા ૧,સ્વામી યજ્ઞપ્રિયદાસજી,8,આશાભાઈએ કયા મંદિરમાં અક્ષર-પુરુષોત્તમ દેવની પ્રતિષ્ઠા માટે ખૂબ જહેમત ઉઠાવી ?,વઢવાણ,વરતાલ,સારંગપુર,બોચાસણ,વઢવાણ,54,,0
