quiz_num,Exam Name,Book Name,Chapter Name,chapter_no,question,option0,option1,option2,option3,answer,page_no,true_sentence,answer index
10,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,વૈરાગ્યમૂર્તિ સદ્દગુરુ નિષ્કુળાનંદ સ્વામી,3,નિષ્કુળાનંદ સ્વામીએ શ્રીજી મહારાજના લીલા ચરિત્રોનો કયો ગ્રંથ રચ્યો હતો ?,પુરુષોત્તમ ચરિત્ર,પુરુષોત્તમ પ્રકાશ,ભકતચિંતામણિ,એમાંથી એક પણ નહિ,ભકતચિંતામણિ,36,,2
10,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,આચાર્યવર્ય શ્રી રઘુવીરજી મહારાજ,4,રઘુવીરજી મહારાજ શ્રીજીમહારાજના ભાઈ ઈચ્છારામના ચોથા પુત્ર હતા.,ખોટું,સાચું,,,સાચું,41,,1
10,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,આચાર્યવર્ય શ્રી રઘુવીરજી મહારાજ,4,અચિંત્યાનંદ બ્રહ્મચારીએ .............................. ગ્રંથની રચના કરી.,હરિચરિત્રામૃત,હરિલીલાકલ્પતરુ,હરિલીલામૃત,એમાંથી એક પણ નહિ,હરિલીલાકલ્પતરુ,45,,1
10,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,ભક્તરાજ કુશળકુંવરબા,5,"કોણ કોને કહે છે? - ""જેમ રૂક્ષમણીજીનું કાંડુ ભગવાને પકડયું તેમ આપણું કાંડુ પ્રગટ ભગવાન પકડશે તો જ આપણો ઉદ્ધાર થશે.""",જીવુબા - પુરાણીને,કુશળકુંવર બા-પુરાણીને,ચૈતન્યાનંદ સ્વામી -પોતાના પૌત્રને,ચૈતન્યાનંદ સ્વામી - પુરાણીને,કુશળકુંવર બા-પુરાણીને,49,,1
11,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,દારેસલામના એરપોર્ટમાંથી,15,....................... શહેરના એરપોર્ટ પર સ્વામીશ્રી સહિત સંતમંડળની ઉલટતપાસ થઈ.,જોહાનીસબર્ગ,દારેસલામ,નૈરોબી,કંપાલા,દારેસલામ,33,,1
11,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,"""ડિસેમ્બર, ૧૯૭૧ની """,17,....................... ગામમાં સ્વામીશ્રીએ દાતણની એંઠી ચીરિયો ઊઠાવી સફાઈ કરી.,ધર્મજ,બામણગામ,વાસદ,બોચાસણ,ધર્મજ,35,,0
11,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,અમેરિકાના લૉસ એન્જલસ,19,સ્વામીશ્રીની અક્ષરબ્રહ્મ સાથેની એકાત્મતાનો અનુભવ નરેન્દ્રપ્રસાદને ....................... મંદિરમાં થયો.,લૉસ એન્જલસ,શિકાગો,હ્યુસ્ટન,ન્યુ યોર્ક,લૉસ એન્જલસ,37,,0
11,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,“ભગવાનને ત્યાં ઊંચનીચના ભેદો નથી,25,....................... ગામના દલિતોના વ્યસન છોડાવી સ્વામીશ્રીએ તેમના જીવનમાં ગુલાલનો રંગ ઊડાડયો.,કુંકાવાવ,ભીમપુરા,ભોજ,કુંકાવાવ,ભોજ,47,,2
11,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,યુ.એસ.એ.માં,26,એકવાર સ્વામીશ્રીએ ભૂલથી મીઠાના પાણીને બદલે ....................... પાણીના કોગળા કર્યા પણ હરફસુદ્ધા ન ઉચ્ચાર્યો.,લીંબુના ફૂલ,સોડા,સોડાબાયકાર્બ,મીઠાના,લીંબુના ફૂલ,48,,0
11,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,સારંગપુરના જીવા ખાચર સ્વામીનો સમાગમ કરવા જૂનાગઢ આવ્યા હતા.,ખોટું,સાચું,,,ખોટું,107,સારંગપુરના વાઘા ખાચર સ્વામીનો સમાગમ કરવા જૂનાગઢ આવ્યા હતા.,0
11,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,"કોણ કોને કહે છે? - ""હું તમને ખંડિયા રાજા જેવો સમજતો હતો પણ તમે ચક્રવર્તી ખરા.""",શ્રીજીમહારાજ-નાજા જોગિયાને,ગુણાતીતાનંદ સ્વામી-આત્માનંદ સ્વામીને,ગોપાળાનંદ સ્વામી-બ્રહ્માનંદ સ્વામીને,ઘનશ્યામદાસ- ગુણાતીતાનંદ સ્વામીને,ઘનશ્યામદાસ- ગુણાતીતાનંદ સ્વામીને,115,,3
12,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,"કયા વચનામૃતમાં શ્રીજીમહારાજે કહ્યું છે કે ""નિરંતર મનન કરતો સતો બ્રહ્મનો સંગ કરે તો એ બ્રહ્મનો ગુણ એ જીવને વિષે આવે.""",ગ.મ.૩૦,ગ.મ.૩૧,ગ.મ.૩૨,ગ.મ.૩૩,ગ.મ.૩૧,86,,1
12,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,સ્વામિનારાયણીય ઉપાસનામાં પરબ્રહ્મનું સ્થાન વિશિષ્ટ છે.,ખોટું,સાચું,,,ખોટું,82,સ્વામિનારાયણીય ઉપાસનામાં અક્ષરરબ્રહ્મનું સ્થાન વિશિષ્ઠ છે.,0
12,પ્રવીણ,અક્ષર પુરુષોત્તમ ઉપાસના,અક્ષરબ્રહ્મ,6,અક્ષરબ્રહ્મના સબંધથી જ પરબ્રહ્મની તત્ત્વે સહિત ઓળખાણ થાય છે.,ખોટું,સાચું,,,સાચું,94,,1
12,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,કૃપાનંદ સ્વામી,17,કૃપાનંદ સ્વામી પૂર્વાશ્રમમાં મહારાજને કયાં મળ્યા હતા?,જગન્નાથપુરી,દ્વારકા,હિમાલય,વેંકટાદ્રિ,જગન્નાથપુરી,52,,0
12,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,કૃપાનંદ સ્વામી,17,"કોણ કોને કહે છે? - ""તમને છૂટાં પડતાં આટલું દુઃખ થાય છે તો નાજા જોગિયા પાસે કહેવડાવો તો મહારાજ તમને પાસે રાખે.""",બ્રહ્માનંદ સ્વામી-ગુણાતીતાનંદ સ્વામીને,ગોપાળાનંદ સ્વામી-ભાયાત્માનંદ સ્વામીને,બ્રહ્માનંદ સ્વામી-મુકુંદ બ્રહ્મચારીને,ગુણાતીતાનંદ સ્વામી-કૃપાનંદ સ્વામીને,ગુણાતીતાનંદ સ્વામી-કૃપાનંદ સ્વામીને,53,,3
12,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,કૃપાનંદ સ્વામી,17,કૃપાનંદ સ્વામીનો એવો મત હતો કે પ્રેમ વિનાનું જ્ઞાન હોય તો વિધ્નો આવે.,ખોટું,સાચું,,,ખોટું,53,કૃપાનંદ સ્વામીનો એવો મત હતો કે જ્ઞાન વિનાનો પ્રેમ હોય તો વિધ્નો આવે.,0
12,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,કૃપાનંદ સ્વામી,17,મહારાજના વિરહમાં કોને રૂંવાડે રૂંવાડે લોહીના ટશિયા ફૂટતાં હતાં ?,કૃપાચાર્યનંદને,કૃપાનંદ સ્વામીને,સ્વયંપ્રકાશાનંદ સ્વામીને,ભાયાત્માનંદ સ્વામીને,કૃપાનંદ સ્વામીને,53,,1
13,પ્રવીણ,કિશોર સત્સંગ પ્રવીણ,વચનામૃત,18,જીવનની દરેક ક્રિયા કરતાં કરતાં ભગવાનમાં વૃત્તિ રાખવાનો પ્રયત્ન રાખવો.,ખોટું,સાચું,,,સાચું,56,,1
13,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,અનાદિના સેવક,21,ગુણાતીતાનંદ સ્વામી .................. ગોદડીઓ ખભે નાંખી આવતા હતા.,વીસ,અઢાર,સોળ,બાવીસ,અઢાર,38,,1
13,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,જૂનાગઢમાં મંદિરનો આરંભ,22,જૂનાગઢ જતાં મહારાજે સ્વામીને .................. ની ભેટ આપી.,ગળાના હાર,ડગલી,પાઘ,એમાંથી એક પણ નહિ,પાઘ,42,,2
13,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,જૂનાગઢ મંદિરની મહંતાઈ આપી,24,મહારાજે અક્ષરાનંદ સ્વામીને ગઢડા મંદિરના મહંત બનાવ્યા.,ખોટું,સાચું,,,ખોટું,43,મહારાજે અક્ષરાનંદ સ્વામીને વરતાલ મંદિરના મહંત બનાવ્યા.,0
13,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,‘અમારુ અક્ષરધામ બક્ષીસ’,25,શુકમુનિ ગુણાતીતાનંદ સ્વામી માટે .................. લેવા ઊભા થયા.,ગોદળી,બાજોઠ,શીતળ જળ,આસન,આસન,46,,3
13,પ્રવીણ,ગુણાતીતાનંદ સ્વામી,‘મારુ કહ્યું એક જોગી ફેરવી શકે !’,28,બ્રહ્મરૂપ થયા પછી જ અક્ષરની ભક્તિનો અધિકાર પ્રાપ્ત થાય.,ખોટું,સાચું,,,ખોટું,49,બ્રહ્મરૂપ થયા પછી જ પુરૂષોત્તમની ભક્તિનો અધિકાર પ્રાપ્ત થાય.,0
13,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,ભક્તરાજ કુશળકુંવરબા,5,મહારાજે બે હજાર ભીલોને તાંસળી ભરી રંગ ઊડાડી વર્તમાન ધરાવ્યા.,ખોટું,સાચું,,,ખોટું,54,મહારાજે બસો ભીલોને તાંસળી ભરી રંગ ઊડાડી વર્તમાન ધરાવ્યા.,0
13,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,ભક્તરાજ પર્વતભાઈ,6,મહારાજે કોના ઘઉંના ખેતરની રક્ષા કરી ?,દાદા ખાચર,પર્વતભાઇ,સારંગપુરના જીવા ખાચર,કલ્યાણભાઈ,પર્વતભાઇ,61,,1
14,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,ભક્તરાજ પર્વતભાઈ,6,પર્વતભાઇ સાંતી હાંકતાં હાંકતાં માનસીમાં મહારાજને શું જમાડતા હતા ?,કંસાર અને ઘી,દહીં અને મોરસ,દહીં અને રોટલો,ઘી અને રોટલો,દહીં અને રોટલો,59,,2
14,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,ભક્તરાજ પર્વતભાઈ,6,મહારાજનો સમાગમ કરવા પર્વતભાઈ સત્તર દિવસ જમ્યા નહિ.,ખોટું,સાચું,,,ખોટું,63,મહારાજનો સમાગમ કરવા પર્વતભાઈ સાત દિવસ જમ્યા નહિ.,0
14,પ્રવીણ,સત્સંગ વાંચનમાળા - ૩,ભક્તરાજ પર્વતભાઈ,6,પર્વતભાઈ મહારાજના સંતોને પોતાના .............................. ગણતા.,ગુરૂ,મા-બાપ,ઈષ્ટદેવ,પરિવારજનો,ઈષ્ટદેવ,61,,2
14,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,રઢુના રતનસિંહ,27,સ્વામીશ્રીએ કોનો ચામડીનો અસાધ્ય રોગ દૂર કર્યો ?,રઢુના રતનસિંહનો,લીંબાસીના ડાહ્નાભાઈનો,સાગરખેડુ ખારવાના નિર્દોષ બાળકનો,એમાંથી એક પણ નહિ,રઢુના રતનસિંહનો,49,,0
14,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,કૂકડ અને ઓદરકા,28,કયા બે ગામના અપૈયા સ્વામીશ્રીએ તોડાવ્યા?,કૂકડ અને કુદવાડી,ખારપા અને કુદવાડી,ભોજ અને ભીમપુરા,કૂકડ અને ઓદરકા,કૂકડ અને ઓદરકા,50,,3
14,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,સેવકસંતની ઊંઘ,30,સ્વામીશ્રીને ....................... માં અતૂટ વિશ્વાસ છે.,પોતાના આત્મબળ,પોતાના વચન,પોતાની પ્રાર્થના,પોતાની ભક્તિ,પોતાની પ્રાર્થના,54,,2
14,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,"""બાપા, આ શ્રી ફ્રેન્ક """,29,લેસ્ટરમાં ફ્રેંકને સ્વામીશ્રીએ કઈ આજ્ઞા કરી.,ચર્ચમાં ધર્માદો આપવાની,મંદિરમાં ધર્માદો આપવાની,મંદિરમાં રવિસભા ભરવાની,એમાંથી એક પણ નહિ,ચર્ચમાં ધર્માદો આપવાની,53,,0
14,પ્રવીણ,યુગવિભૂતિ પ્રમુખસ્વામી મહારાજ,"""૧૯૯૦, કાર્ડીફ, ઇંગ્લૅન્ડ""",23,ઉતાવળમાં ભૂલથી એકવાર ઠાકોરજીને ....................... ની કઢી જમાડી દીધી.,ગંધાતા દહીં,દૂધની મલાઈ,માખણ,ગંધાતી મલાઈ,દૂધની મલાઈ,44,,1
